ID;Birth;Death;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
CUI;1978;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CUP;1978;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CVP;1978;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CYC;1978;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0
CYV;1978;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CZC;1978;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1
CZH;1978;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAU;1978;0;0;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1
DBC;1978;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;0
DBS;1978;0;0;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DCG;1978;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DCR;1978;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;1;0;0;0;1
DCS;1978;0;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DDB;1978;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
DDN;1978;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0
DDR;1978;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
DFS;1978;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
DGT;1978;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0
DHG;1978;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DHL;1978;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIB;1978;0;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0
DIN;1978;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
DKC;1978;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
DKF;1978;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0
DKN;1978;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0
DKX;1978;0;0;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0
